"","Country","Year","Gas","Unit","EU","rank","Sector","Emissions"
"2516","France",1892,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",98.9
"2517","France",1892,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.19
"2518","France",1892,"CO2","MtCO₂e",1,4,"Agriculture",0.21
"2519","France",1892,"CO2","MtCO₂e",1,4,"Energy",95.9
"2520","France",1892,"CO2","MtCO₂e",1,4,"Waste",0.61
"2521","France",1893,"CO2","MtCO₂e",1,4,"Waste",0.6
"2522","France",1893,"CO2","MtCO₂e",1,4,"Agriculture",0.21
"2523","France",1893,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",97.2
"2524","France",1893,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.19
"2525","France",1893,"CO2","MtCO₂e",1,4,"Energy",94.2
"2526","France",1894,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.2
"2527","France",1894,"CO2","MtCO₂e",1,4,"Energy",99.6
"2528","France",1894,"CO2","MtCO₂e",1,4,"Agriculture",0.22
"2529","France",1894,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",103
"2530","France",1894,"CO2","MtCO₂e",1,4,"Waste",0.63
"2531","France",1895,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",104
"2532","France",1895,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.21
"2533","France",1895,"CO2","MtCO₂e",1,4,"Agriculture",0.22
"2534","France",1895,"CO2","MtCO₂e",1,4,"Energy",100
"2535","France",1895,"CO2","MtCO₂e",1,4,"Waste",0.64
"2536","France",1896,"CO2","MtCO₂e",1,4,"Agriculture",0.23
"2537","France",1896,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",107
"2538","France",1896,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.22
"2539","France",1896,"CO2","MtCO₂e",1,4,"Waste",0.66
"2540","France",1896,"CO2","MtCO₂e",1,4,"Energy",104
"2541","France",1897,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",112
"2542","France",1897,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.22
"2543","France",1897,"CO2","MtCO₂e",1,4,"Agriculture",0.24
"2544","France",1897,"CO2","MtCO₂e",1,4,"Energy",109
"2545","France",1897,"CO2","MtCO₂e",1,4,"Waste",0.69
"2546","France",1898,"CO2","MtCO₂e",1,4,"Agriculture",0.25
"2547","France",1898,"CO2","MtCO₂e",1,4,"Waste",0.71
"2548","France",1898,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.23
"2549","France",1898,"CO2","MtCO₂e",1,4,"Energy",112
"2550","France",1898,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",116
"2551","France",1899,"CO2","MtCO₂e",1,4,"Waste",0.74
"2552","France",1899,"CO2","MtCO₂e",1,4,"Energy",118
"2553","France",1899,"CO2","MtCO₂e",1,4,"Agriculture",0.26
"2554","France",1899,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",121
"2555","France",1899,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.24
"2556","France",1900,"CO2","MtCO₂e",1,4,"Agriculture",0.28
"2557","France",1900,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.25
"2558","France",1900,"CO2","MtCO₂e",1,4,"Waste",0.8
"2559","France",1900,"CO2","MtCO₂e",1,4,"Energy",126
"2560","France",1900,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",130
"2561","France",1901,"CO2","MtCO₂e",1,4,"Waste",0.77
"2562","France",1901,"CO2","MtCO₂e",1,4,"Agriculture",0.27
"2563","France",1901,"CO2","MtCO₂e",1,4,"Energy",122
"2564","France",1901,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.26
"2565","France",1901,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",126
"2566","France",1902,"CO2","MtCO₂e",1,4,"Waste",0.73
"2567","France",1902,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",118
"2568","France",1902,"CO2","MtCO₂e",1,4,"Energy",115
"2569","France",1902,"CO2","MtCO₂e",1,4,"Agriculture",0.26
"2570","France",1902,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.28
"2571","France",1903,"CO2","MtCO₂e",1,4,"Waste",0.8
"2572","France",1903,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",130
"2573","France",1903,"CO2","MtCO₂e",1,4,"Energy",126
"2574","France",1903,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.29
"2575","France",1903,"CO2","MtCO₂e",1,4,"Agriculture",0.28
"2576","France",1904,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.3
"2577","France",1904,"CO2","MtCO₂e",1,4,"Energy",123
"2578","France",1904,"CO2","MtCO₂e",1,4,"Agriculture",0.27
"2579","France",1904,"CO2","MtCO₂e",1,4,"Waste",0.78
"2580","France",1904,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",127
"2581","France",1905,"CO2","MtCO₂e",1,4,"Agriculture",0.28
"2582","France",1905,"CO2","MtCO₂e",1,4,"Waste",0.79
"2583","France",1905,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",128
"2584","France",1905,"CO2","MtCO₂e",1,4,"Energy",125
"2585","France",1905,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.32
"2586","France",1906,"CO2","MtCO₂e",1,4,"Energy",134
"2587","France",1906,"CO2","MtCO₂e",1,4,"Agriculture",0.3
"2588","France",1906,"CO2","MtCO₂e",1,4,"Waste",0.84
"2589","France",1906,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",137
"2590","France",1906,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.33
"2591","France",1907,"CO2","MtCO₂e",1,4,"Agriculture",0.32
"2592","France",1907,"CO2","MtCO₂e",1,4,"Waste",0.9
"2593","France",1907,"CO2","MtCO₂e",1,4,"Energy",142
"2594","France",1907,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",146
"2595","France",1907,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.35
"2596","France",1908,"CO2","MtCO₂e",1,4,"Agriculture",0.32
"2597","France",1908,"CO2","MtCO₂e",1,4,"Energy",143
"2598","France",1908,"CO2","MtCO₂e",1,4,"Waste",0.91
"2599","France",1908,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",147
"2600","France",1908,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.37
"2601","France",1909,"CO2","MtCO₂e",1,4,"Waste",0.93
"2602","France",1909,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",150
"2603","France",1909,"CO2","MtCO₂e",1,4,"Energy",147
"2604","France",1909,"CO2","MtCO₂e",1,4,"Agriculture",0.33
"2605","France",1909,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.39
"2606","France",1910,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.41
"2607","France",1910,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",151
"2608","France",1910,"CO2","MtCO₂e",1,4,"Agriculture",0.33
"2609","France",1910,"CO2","MtCO₂e",1,4,"Waste",0.93
"2610","France",1910,"CO2","MtCO₂e",1,4,"Energy",147
"2611","France",1911,"CO2","MtCO₂e",1,4,"Agriculture",0.34
"2612","France",1911,"CO2","MtCO₂e",1,4,"Waste",0.97
"2613","France",1911,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",157
"2614","France",1911,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.43
"2615","France",1911,"CO2","MtCO₂e",1,4,"Energy",153
"2616","France",1912,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",159
"2617","France",1912,"CO2","MtCO₂e",1,4,"Waste",0.98
"2618","France",1912,"CO2","MtCO₂e",1,4,"Energy",155
"2619","France",1912,"CO2","MtCO₂e",1,4,"Agriculture",0.34
"2620","France",1912,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.45
"2621","France",1913,"CO2","MtCO₂e",1,4,"Waste",1.06
"2622","France",1913,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",171
"2623","France",1913,"CO2","MtCO₂e",1,4,"Energy",167
"2624","France",1913,"CO2","MtCO₂e",1,4,"Agriculture",0.37
"2625","France",1913,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.48
"2626","France",1914,"CO2","MtCO₂e",1,4,"Waste",0.73
"2627","France",1914,"CO2","MtCO₂e",1,4,"Energy",116
"2628","France",1914,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",119
"2629","France",1914,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.5
"2630","France",1914,"CO2","MtCO₂e",1,4,"Agriculture",0.26
"2631","France",1915,"CO2","MtCO₂e",1,4,"Energy",101
"2632","France",1915,"CO2","MtCO₂e",1,4,"Waste",0.64
"2633","France",1915,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",104
"2634","France",1915,"CO2","MtCO₂e",1,4,"Agriculture",0.22
"2635","France",1915,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.53
"2636","France",1916,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.56
"2637","France",1916,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",111
"2638","France",1916,"CO2","MtCO₂e",1,4,"Agriculture",0.24
"2639","France",1916,"CO2","MtCO₂e",1,4,"Waste",0.68
"2640","France",1916,"CO2","MtCO₂e",1,4,"Energy",107
"2641","France",1917,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.59
"2642","France",1917,"CO2","MtCO₂e",1,4,"Agriculture",0.26
"2643","France",1917,"CO2","MtCO₂e",1,4,"Energy",119
"2644","France",1917,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",123
"2645","France",1917,"CO2","MtCO₂e",1,4,"Waste",0.75
"2646","France",1918,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.63
"2647","France",1918,"CO2","MtCO₂e",1,4,"Energy",106
"2648","France",1918,"CO2","MtCO₂e",1,4,"Agriculture",0.24
"2649","France",1918,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",110
"2650","France",1918,"CO2","MtCO₂e",1,4,"Waste",0.67
"2651","France",1919,"CO2","MtCO₂e",1,4,"Agriculture",0.25
"2652","France",1919,"CO2","MtCO₂e",1,4,"Waste",0.72
"2653","France",1919,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.68
"2654","France",1919,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",117
"2655","France",1919,"CO2","MtCO₂e",1,4,"Energy",114
"2656","France",1920,"CO2","MtCO₂e",1,4,"Agriculture",0.33
"2657","France",1920,"CO2","MtCO₂e",1,4,"Energy",148
"2658","France",1920,"CO2","MtCO₂e",1,4,"Waste",0.94
"2659","France",1920,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",152
"2660","France",1920,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.73
"2661","France",1921,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",139
"2662","France",1921,"CO2","MtCO₂e",1,4,"Waste",0.85
"2663","France",1921,"CO2","MtCO₂e",1,4,"Agriculture",0.3
"2664","France",1921,"CO2","MtCO₂e",1,4,"Energy",135
"2665","France",1921,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.81
"2666","France",1922,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",164
"2667","France",1922,"CO2","MtCO₂e",1,4,"Agriculture",0.35
"2668","France",1922,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",2.93
"2669","France",1922,"CO2","MtCO₂e",1,4,"Energy",160
"2670","France",1922,"CO2","MtCO₂e",1,4,"Waste",1.01
"2671","France",1923,"CO2","MtCO₂e",1,4,"Agriculture",0.4
"2672","France",1923,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",3.09
"2673","France",1923,"CO2","MtCO₂e",1,4,"Waste",1.14
"2674","France",1923,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",185
"2675","France",1923,"CO2","MtCO₂e",1,4,"Energy",180
"2676","France",1924,"CO2","MtCO₂e",1,4,"Agriculture",0.45
"2677","France",1924,"CO2","MtCO₂e",1,4,"Energy",202
"2678","France",1924,"CO2","MtCO₂e",1,4,"Waste",1.28
"2679","France",1924,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",3.27
"2680","France",1924,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",207
"2681","France",1925,"CO2","MtCO₂e",1,4,"Agriculture",0.46
"2682","France",1925,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",3.48
"2683","France",1925,"CO2","MtCO₂e",1,4,"Waste",1.32
"2684","France",1925,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",214
"2685","France",1925,"CO2","MtCO₂e",1,4,"Energy",209
"2686","France",1926,"CO2","MtCO₂e",1,4,"Energy",209
"2687","France",1926,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",3.69
"2688","France",1926,"CO2","MtCO₂e",1,4,"Agriculture",0.46
"2689","France",1926,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",214
"2690","France",1926,"CO2","MtCO₂e",1,4,"Waste",1.32
"2691","France",1927,"CO2","MtCO₂e",1,4,"Energy",208
"2692","France",1927,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",7.16
"2693","France",1927,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",217
"2694","France",1927,"CO2","MtCO₂e",1,4,"Waste",1.32
"2695","France",1927,"CO2","MtCO₂e",1,4,"Agriculture",0.46
"2696","France",1928,"CO2","MtCO₂e",1,4,"Energy",205
"2697","France",1928,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",6.9
"2698","France",1928,"CO2","MtCO₂e",1,4,"Waste",1.29
"2699","France",1928,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",214
"2700","France",1928,"CO2","MtCO₂e",1,4,"Agriculture",0.45
"2701","France",1929,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",8.11
"2702","France",1929,"CO2","MtCO₂e",1,4,"Agriculture",0.5
"2703","France",1929,"CO2","MtCO₂e",1,4,"Waste",1.43
"2704","France",1929,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",236
"2705","France",1929,"CO2","MtCO₂e",1,4,"Energy",226
"2706","France",1930,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",240
"2707","France",1930,"CO2","MtCO₂e",1,4,"Energy",230
"2708","France",1930,"CO2","MtCO₂e",1,4,"Waste",1.45
"2709","France",1930,"CO2","MtCO₂e",1,4,"Agriculture",0.51
"2710","France",1930,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",7.78
"2711","France",1931,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",7.9
"2712","France",1931,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",220
"2713","France",1931,"CO2","MtCO₂e",1,4,"Energy",210
"2714","France",1931,"CO2","MtCO₂e",1,4,"Waste",1.33
"2715","France",1931,"CO2","MtCO₂e",1,4,"Agriculture",0.47
"2716","France",1932,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",8.15
"2717","France",1932,"CO2","MtCO₂e",1,4,"Energy",185
"2718","France",1932,"CO2","MtCO₂e",1,4,"Waste",1.17
"2719","France",1932,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",195
"2720","France",1932,"CO2","MtCO₂e",1,4,"Agriculture",0.41
"2721","France",1933,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",8.08
"2722","France",1933,"CO2","MtCO₂e",1,4,"Waste",1.22
"2723","France",1933,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",203
"2724","France",1933,"CO2","MtCO₂e",1,4,"Energy",193
"2725","France",1933,"CO2","MtCO₂e",1,4,"Agriculture",0.43
"2726","France",1934,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",8.4
"2727","France",1934,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",205
"2728","France",1934,"CO2","MtCO₂e",1,4,"Waste",1.23
"2729","France",1934,"CO2","MtCO₂e",1,4,"Agriculture",0.43
"2730","France",1934,"CO2","MtCO₂e",1,4,"Energy",195
"2731","France",1935,"CO2","MtCO₂e",1,4,"Industrial Processes and Product Use",8.27
"2732","France",1935,"CO2","MtCO₂e",1,4,"Agriculture",0.42
"2733","France",1935,"CO2","MtCO₂e",1,4,"Energy",189
"2734","France",1935,"CO2","MtCO₂e",1,4,"Total excluding LULUCF",199
"2735","France",1935,"CO2","MtCO₂e",1,4,"Waste",1.19
"2736","France",1936,"CO2","MtCO₂e",1,5,"Industrial Processes and Product Use",8.6
"2737","France",1936,"CO2","MtCO₂e",1,5,"Energy",192
"2738","France",1936,"CO2","MtCO₂e",1,5,"Waste",1.21
"2739","France",1936,"CO2","MtCO₂e",1,5,"Agriculture",0.42
"2740","France",1936,"CO2","MtCO₂e",1,5,"Total excluding LULUCF",202
"2741","France",1937,"CO2","MtCO₂e",1,5,"Industrial Processes and Product Use",8.51
"2742","France",1937,"CO2","MtCO₂e",1,5,"Energy",211
"2743","France",1937,"CO2","MtCO₂e",1,5,"Total excluding LULUCF",221
"2744","France",1937,"CO2","MtCO₂e",1,5,"Waste",1.33
"2745","France",1937,"CO2","MtCO₂e",1,5,"Agriculture",0.47
"2746","France",1938,"CO2","MtCO₂e",1,5,"Total excluding LULUCF",208
"2747","France",1938,"CO2","MtCO₂e",1,5,"Agriculture",0.44
"2748","France",1938,"CO2","MtCO₂e",1,5,"Energy",198
"2749","France",1938,"CO2","MtCO₂e",1,5,"Waste",1.25
"2750","France",1938,"CO2","MtCO₂e",1,5,"Industrial Processes and Product Use",8.54
"2751","France",1939,"CO2","MtCO₂e",1,5,"Energy",191
"2752","France",1939,"CO2","MtCO₂e",1,5,"Waste",1.2
"2753","France",1939,"CO2","MtCO₂e",1,5,"Agriculture",0.42
"2754","France",1939,"CO2","MtCO₂e",1,5,"Industrial Processes and Product Use",8.56
"2755","France",1939,"CO2","MtCO₂e",1,5,"Total excluding LULUCF",201
"2756","France",1940,"CO2","MtCO₂e",1,7,"Total excluding LULUCF",145
"2757","France",1940,"CO2","MtCO₂e",1,7,"Agriculture",0.3
"2758","France",1940,"CO2","MtCO₂e",1,7,"Industrial Processes and Product Use",8.58
"2759","France",1940,"CO2","MtCO₂e",1,7,"Waste",0.85
"2760","France",1940,"CO2","MtCO₂e",1,7,"Energy",135
"2761","France",1941,"CO2","MtCO₂e",1,8,"Energy",116
"2762","France",1941,"CO2","MtCO₂e",1,8,"Waste",0.73
"2763","France",1941,"CO2","MtCO₂e",1,8,"Industrial Processes and Product Use",8.58
"2764","France",1941,"CO2","MtCO₂e",1,8,"Agriculture",0.26
"2765","France",1941,"CO2","MtCO₂e",1,8,"Total excluding LULUCF",126
"2766","France",1942,"CO2","MtCO₂e",1,8,"Agriculture",0.26
"2767","France",1942,"CO2","MtCO₂e",1,8,"Energy",119
"2768","France",1942,"CO2","MtCO₂e",1,8,"Waste",0.75
"2769","France",1942,"CO2","MtCO₂e",1,8,"Industrial Processes and Product Use",8.11
"2770","France",1942,"CO2","MtCO₂e",1,8,"Total excluding LULUCF",128
"2771","France",1943,"CO2","MtCO₂e",1,7,"Energy",122
"2772","France",1943,"CO2","MtCO₂e",1,7,"Agriculture",0.27
"2773","France",1943,"CO2","MtCO₂e",1,7,"Waste",0.77
"2774","France",1943,"CO2","MtCO₂e",1,7,"Industrial Processes and Product Use",8.5
"2775","France",1943,"CO2","MtCO₂e",1,7,"Total excluding LULUCF",131
"2776","France",1944,"CO2","MtCO₂e",1,9,"Waste",0.49
"2777","France",1944,"CO2","MtCO₂e",1,9,"Energy",78.2
"2778","France",1944,"CO2","MtCO₂e",1,9,"Total excluding LULUCF",86.5
"2779","France",1944,"CO2","MtCO₂e",1,9,"Agriculture",0.17
"2780","France",1944,"CO2","MtCO₂e",1,9,"Industrial Processes and Product Use",7.67
"2781","France",1945,"CO2","MtCO₂e",1,6,"Total excluding LULUCF",113
"2782","France",1945,"CO2","MtCO₂e",1,6,"Energy",105
"2783","France",1945,"CO2","MtCO₂e",1,6,"Waste",0.66
"2784","France",1945,"CO2","MtCO₂e",1,6,"Industrial Processes and Product Use",7.84
"2785","France",1945,"CO2","MtCO₂e",1,6,"Agriculture",0.23
"2786","France",1946,"CO2","MtCO₂e",1,5,"Total excluding LULUCF",171
"2787","France",1946,"CO2","MtCO₂e",1,5,"Energy",161
"2788","France",1946,"CO2","MtCO₂e",1,5,"Waste",1.01
"2789","France",1946,"CO2","MtCO₂e",1,5,"Industrial Processes and Product Use",8.31
"2790","France",1946,"CO2","MtCO₂e",1,5,"Agriculture",0.36
"2791","France",1947,"CO2","MtCO₂e",1,5,"Energy",178
"2792","France",1947,"CO2","MtCO₂e",1,5,"Agriculture",0.39
"2793","France",1947,"CO2","MtCO₂e",1,5,"Total excluding LULUCF",190
"2794","France",1947,"CO2","MtCO₂e",1,5,"Industrial Processes and Product Use",9.57
"2795","France",1947,"CO2","MtCO₂e",1,5,"Waste",1.12
"2796","France",1948,"CO2","MtCO₂e",1,5,"Energy",190
"2797","France",1948,"CO2","MtCO₂e",1,5,"Total excluding LULUCF",203
"2798","France",1948,"CO2","MtCO₂e",1,5,"Waste",1.2
"2799","France",1948,"CO2","MtCO₂e",1,5,"Agriculture",0.42
"2800","France",1948,"CO2","MtCO₂e",1,5,"Industrial Processes and Product Use",10.7
"2801","France",1949,"CO2","MtCO₂e",1,5,"Waste",1.4
"2802","France",1949,"CO2","MtCO₂e",1,5,"Total excluding LULUCF",235
"2803","France",1949,"CO2","MtCO₂e",1,5,"Energy",222
"2804","France",1949,"CO2","MtCO₂e",1,5,"Agriculture",0.49
"2805","France",1949,"CO2","MtCO₂e",1,5,"Industrial Processes and Product Use",11.6
"2806","France",1950,"CO2","MtCO₂e",1,5,"Energy",196
"2807","France",1950,"CO2","MtCO₂e",1,5,"Waste",1.23
"2808","France",1950,"CO2","MtCO₂e",1,5,"Agriculture",0.43
"2809","France",1950,"CO2","MtCO₂e",1,5,"Total excluding LULUCF",210
"2810","France",1950,"CO2","MtCO₂e",1,5,"Industrial Processes and Product Use",12.3
"2811","France",1951,"CO2","MtCO₂e",1,5,"Energy",221
"2812","France",1951,"CO2","MtCO₂e",1,5,"Waste",1.39
"2813","France",1951,"CO2","MtCO₂e",1,5,"Total excluding LULUCF",236
"2814","France",1951,"CO2","MtCO₂e",1,5,"Agriculture",0.49
"2815","France",1951,"CO2","MtCO₂e",1,5,"Industrial Processes and Product Use",13.2
"2816","France",1952,"CO2","MtCO₂e",1,5,"Energy",220
"2817","France",1952,"CO2","MtCO₂e",1,5,"Total excluding LULUCF",236
"2818","France",1952,"CO2","MtCO₂e",1,5,"Waste",1.38
"2819","France",1952,"CO2","MtCO₂e",1,5,"Industrial Processes and Product Use",14.1
"2820","France",1952,"CO2","MtCO₂e",1,5,"Agriculture",0.48
"2821","France",1953,"CO2","MtCO₂e",1,5,"Total excluding LULUCF",225
"2822","France",1953,"CO2","MtCO₂e",1,5,"Industrial Processes and Product Use",15.1
"2823","France",1953,"CO2","MtCO₂e",1,5,"Agriculture",0.46
"2824","France",1953,"CO2","MtCO₂e",1,5,"Energy",208
"2825","France",1953,"CO2","MtCO₂e",1,5,"Waste",1.3
"2826","France",1954,"CO2","MtCO₂e",1,5,"Total excluding LULUCF",238
"2827","France",1954,"CO2","MtCO₂e",1,5,"Industrial Processes and Product Use",16.1
"2828","France",1954,"CO2","MtCO₂e",1,5,"Waste",1.37
"2829","France",1954,"CO2","MtCO₂e",1,5,"Agriculture",0.48
"2830","France",1954,"CO2","MtCO₂e",1,5,"Energy",220
"2831","France",1955,"CO2","MtCO₂e",1,6,"Energy",232
"2832","France",1955,"CO2","MtCO₂e",1,6,"Agriculture",0.51
"2833","France",1955,"CO2","MtCO₂e",1,6,"Waste",1.45
"2834","France",1955,"CO2","MtCO₂e",1,6,"Total excluding LULUCF",252
"2835","France",1955,"CO2","MtCO₂e",1,6,"Industrial Processes and Product Use",17.5
"2836","France",1956,"CO2","MtCO₂e",1,6,"Total excluding LULUCF",283
"2837","France",1956,"CO2","MtCO₂e",1,6,"Energy",261
"2838","France",1956,"CO2","MtCO₂e",1,6,"Agriculture",0.57
"2839","France",1956,"CO2","MtCO₂e",1,6,"Waste",1.63
"2840","France",1956,"CO2","MtCO₂e",1,6,"Industrial Processes and Product Use",18.9
"2841","France",1957,"CO2","MtCO₂e",1,7,"Total excluding LULUCF",293
"2842","France",1957,"CO2","MtCO₂e",1,7,"Agriculture",0.59
"2843","France",1957,"CO2","MtCO₂e",1,7,"Waste",1.68
"2844","France",1957,"CO2","MtCO₂e",1,7,"Energy",270
"2845","France",1957,"CO2","MtCO₂e",1,7,"Industrial Processes and Product Use",20.6
"2846","France",1958,"CO2","MtCO₂e",1,7,"Waste",1.61
"2847","France",1958,"CO2","MtCO₂e",1,7,"Agriculture",0.57
"2848","France",1958,"CO2","MtCO₂e",1,7,"Total excluding LULUCF",283
"2849","France",1958,"CO2","MtCO₂e",1,7,"Energy",259
"2850","France",1958,"CO2","MtCO₂e",1,7,"Industrial Processes and Product Use",22.1
"2851","France",1959,"CO2","MtCO₂e",1,7,"Total excluding LULUCF",280
"2852","France",1959,"CO2","MtCO₂e",1,7,"Energy",254
"2853","France",1959,"CO2","MtCO₂e",1,7,"Agriculture",0.56
"2854","France",1959,"CO2","MtCO₂e",1,7,"Waste",1.58
"2855","France",1959,"CO2","MtCO₂e",1,7,"Industrial Processes and Product Use",23.5
"2856","France",1960,"CO2","MtCO₂e",1,7,"Agriculture",0.58
"2857","France",1960,"CO2","MtCO₂e",1,7,"Industrial Processes and Product Use",24.6
"2858","France",1960,"CO2","MtCO₂e",1,7,"Total excluding LULUCF",290
"2859","France",1960,"CO2","MtCO₂e",1,7,"Waste",1.64
"2860","France",1960,"CO2","MtCO₂e",1,7,"Energy",264
"2861","France",1961,"CO2","MtCO₂e",1,8,"Waste",1.7
"2862","France",1961,"CO2","MtCO₂e",1,8,"Energy",273
"2863","France",1961,"CO2","MtCO₂e",1,8,"Agriculture",0.6
"2864","France",1961,"CO2","MtCO₂e",1,8,"Industrial Processes and Product Use",26.4
"2865","France",1961,"CO2","MtCO₂e",1,8,"Total excluding LULUCF",302
"2866","France",1962,"CO2","MtCO₂e",1,8,"Energy",289
"2867","France",1962,"CO2","MtCO₂e",1,8,"Total excluding LULUCF",320
"2868","France",1962,"CO2","MtCO₂e",1,8,"Industrial Processes and Product Use",28.5
"2869","France",1962,"CO2","MtCO₂e",1,8,"Waste",1.8
"2870","France",1962,"CO2","MtCO₂e",1,8,"Agriculture",0.63
"2871","France",1963,"CO2","MtCO₂e",1,8,"Industrial Processes and Product Use",30.6
"2872","France",1963,"CO2","MtCO₂e",1,8,"Energy",323
"2873","France",1963,"CO2","MtCO₂e",1,8,"Waste",2.01
"2874","France",1963,"CO2","MtCO₂e",1,8,"Total excluding LULUCF",357
"2875","France",1963,"CO2","MtCO₂e",1,8,"Agriculture",0.71
"2876","France",1964,"CO2","MtCO₂e",1,8,"Industrial Processes and Product Use",34.1
"2877","France",1964,"CO2","MtCO₂e",1,8,"Waste",2.08
"2878","France",1964,"CO2","MtCO₂e",1,8,"Energy",333
"2879","France",1964,"CO2","MtCO₂e",1,8,"Agriculture",0.73
"2880","France",1964,"CO2","MtCO₂e",1,8,"Total excluding LULUCF",370
"2881","France",1965,"CO2","MtCO₂e",1,8,"Agriculture",0.74
"2882","France",1965,"CO2","MtCO₂e",1,8,"Industrial Processes and Product Use",36
"2883","France",1965,"CO2","MtCO₂e",1,8,"Energy",340
"2884","France",1965,"CO2","MtCO₂e",1,8,"Total excluding LULUCF",378
